standard_number,title,description,status,version_number,effective_date,reviewed_year,source_name,source_url,authoritative,bis_url
IS 6018:1993,IS 6018:1993,IS 6018:1993,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImoxeVM3eWM1aTJFR2cyOUdwQmg4T1E9PSIsInZhbHVlIjoiZUdxT3B4RkxVRHFpVDlOUTJhTjZpZz09IiwibWFjIjoiNDJlYWM0MWFjOTc4OTU1MWRhZGY3ODc0MWQxYjNiMGE1Y2ZjMWY5OTVmZDhhNGNiOWNhYzlkNDc5NjhiOTliYSIsInRhZyI6IiJ9&standardNumber=IS%206018:1993
IS 6019:1993,IS 6019:1993,IS 6019:1993,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlU4Q1loZENFR2NZVjZxbkhLU2JmR3c9PSIsInZhbHVlIjoiWkN1dm1vYkgvOE9FdFN6UURqQ0JwQT09IiwibWFjIjoiOGI0Y2VlZjg2MDk0NWIxNTg5ODI4MGYzZWM5YzRmMzIxNTdlN2NiY2I5NGE5NzBlMTYwNjY4N2ZlMmM3N2UzMSIsInRhZyI6IiJ9&standardNumber=IS%206019:1993
IS 6020:2022,IS 6020:2022,IS 6020:2022,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Im9wNFV1N0hGYisvamJ5N2wvVkkwekE9PSIsInZhbHVlIjoiVDAyZGNSSHMzTUlDS0xaaWZrOUNQZz09IiwibWFjIjoiNjY4ZmNlOTA1NWRlYzkzNmVmMDc4NWM4ZjQ1YjQwNWI0MTQ5YzA0YzkxMTc5ZWRkNWUwNGY5MGY1N2JlOWU1MyIsInRhZyI6IiJ9&standardNumber=IS%206020:2022
IS 6021:1978,IS 6021:1978,IS 6021:1978,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkdnQVBlWDZEN2wvaGhaNVJLQVV4bVE9PSIsInZhbHVlIjoiMzBKaGcraXJxSjFYbVpWa0JsZ0FUUT09IiwibWFjIjoiMzk1ZTgxNjRmODUzMTA0YWZhNTU5MTVmZGY4YTkwNWVjNTBiZGM0ZTkzMDVkMzZmMTU5Yzg5OWJkNjU4NzlhYSIsInRhZyI6IiJ9&standardNumber=IS%206021:1978
IS 6022:2024,IS 6022:2024,IS 6022:2024,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Ik9JSXU4OSsvT09Qd2tGZURnandkSmc9PSIsInZhbHVlIjoiZUw0OGNYMk8xdkVMOXM3YUdBUjlMZz09IiwibWFjIjoiYWFmZjkyYzg1MGYxYTQ0ODA4ODBkNjE5ZTUyZDA3ZDdlMzE3NDUxMzc5ODRmMWZmZGRlZjNkYWZmYjg2YTViMyIsInRhZyI6IiJ9&standardNumber=IS%206022:2024
IS 609:2020,IS 609:2020,IS 609:2020,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkphVWNkQUM0dEdGVmxrV1VnRDVrbmc9PSIsInZhbHVlIjoiVEpkZCt0Zjg1RXE1QlJLbFVtNk16QT09IiwibWFjIjoiMzFmODBjZTE2MzU3ZmI4YThmYWVlNjVhODJjNGVkMmQ3M2ZmZDBkMDExZTQxZjdlMDZjODhkMGE3Njc3MzhmYSIsInRhZyI6IiJ9&standardNumber=IS%20609:2020
IS 612:1992,IS 612:1992,IS 612:1992,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkpKaXc2d0JkK3poU0FKOERrYVd5SUE9PSIsInZhbHVlIjoiVEtzMFUrNGk0NmRqSFZDczJoUWthQT09IiwibWFjIjoiMGRmYzM3ZDVhYjkzYmJhM2Q4MTQzM2I5M2ZkZWY4ZGIwYWFjYjdlYzY3YjJhMDJkNGNkZjU1ODg0Yjg1NzA2OCIsInRhZyI6IiJ9&standardNumber=IS%20612:1992
IS 613:2000,IS 613:2000,IS 613:2000,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkNjNEVwVHRwL2ZidytsUkRvanhSaVE9PSIsInZhbHVlIjoicXpKQllUZHFrTWZCNDg0L1A1eHNnZz09IiwibWFjIjoiZGRhZTFmNjUyZTIzZTgzZjllMGQ4NjA3OWE2Nzk1YTA5ZTlhMjM4ZmMzNmYxY2ZjOTdjZWQwNGI1MmZkY2ZjYyIsInRhZyI6IiJ9&standardNumber=IS%20613:2000
IS 615:1996,IS 615:1996,IS 615:1996,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjlJSnY2anVJYjYzd0UvaVR0ZDNaNnc9PSIsInZhbHVlIjoiaEVQaWtObWNOaDJBYjRoWTBIS28vUT09IiwibWFjIjoiYmNjOWRlMGY4YzM0ODdiMmNmYjg5YTI0M2ZhOTdmOWM5ZmJiN2JjNzRjNjZmZmU1ODhhODNhZWMwYjExNzY0MiIsInRhZyI6IiJ9&standardNumber=IS%20615:1996
IS 617:2024,IS 617:2024,IS 617:2024,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlVCRmFUakp6a2Fjc0lQVWFCTGc2WGc9PSIsInZhbHVlIjoiRURBUXhRL0tmODh0MVFqMzdUK0dPZz09IiwibWFjIjoiMDYyZTczZTVhODc3MGI4OTNiMjBkODRhZjk2YmVlZDgwMmEwNTE4NDE5YjhjOWU5YTIyOWY4ZjQ3YjUwNzI0OCIsInRhZyI6IiJ9&standardNumber=IS%20617:2024
IS 619:2024,IS 619:2024,IS 619:2024,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjVkSUxDckMvbzVmd2FYWTNKb1NSM3c9PSIsInZhbHVlIjoiMFRCVE1Ud2FYb0pjWVl3SEFwU3ZEZz09IiwibWFjIjoiZmMzZDYzYjBhNzRiMTgwMjA0OGUwMGJiN2Y0NzFhOGZkZjJlZTcxMDFkNTgxODhlMzY3NGEwZDAzYjA5YTczZiIsInRhZyI6IiJ9&standardNumber=IS%20619:2024
IS 620:1985,IS 620:1985,IS 620:1985,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlF5REIzNUlDMlNFN0RrcVlnSm4vdWc9PSIsInZhbHVlIjoibFZ0ZGV3Y25hYlJlQlhMQ3B1dThtdz09IiwibWFjIjoiMWUyOGJjNzM1Nzc3MDhhY2ZhYmQyMDc5MGU5YWRkYTMxMWYwY2JmODdhM2U0MGVmYWI4NDdjNjJmZWNmMDI1NCIsInRhZyI6IiJ9&standardNumber=IS%20620:1985
IS 622:2024,IS 622:2024,IS 622:2024,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImN3b1FWL2Q0REwvVy9RU0hEOWsrS1E9PSIsInZhbHVlIjoiSGFLc0M2SHZDbU1QWnZYd2pMTkpCQT09IiwibWFjIjoiOTI5M2FjYTUwMjQ1NWY4YWYxNzY2YjI5YzAxNDJmZTI3NWY0OTg5YTFjNTc0MzQ0M2JlYWYyMGFiODY2NGZkNSIsInRhZyI6IiJ9&standardNumber=IS%20622:2024
IS 623:2008,IS 623:2008,IS 623:2008,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Ijhyc01EMVMyNUlkeWIyOCtBM0E4T3c9PSIsInZhbHVlIjoiUkcrNGh5THJFMXBXS0U2MGQ5bzhjdz09IiwibWFjIjoiMDFkOGE5YjgxNTI0NTgzZmFhMDUxOGExY2NhMTY0NTYxOGQyODVkMDI0OTEyOGFhZWUwMmI3N2UyNjliZDA4YyIsInRhZyI6IiJ9&standardNumber=IS%20623:2008
IS 623:2025,IS 623:2025,IS 623:2025,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjdPdjkvVm5tMmtsR1R1QUkrYmIzSXc9PSIsInZhbHVlIjoiUnJ6blZFcWNHZ0pVTC9jZHBXeEJVQT09IiwibWFjIjoiNTY4NmQ4ZWRhYmI3YjY1ZWJkNjc0ZWYxYzAwYmRhYjA4YjI4MGUzYmFlMjNkZGJiMzJkMDQxZDgxOGYyZDg1MSIsInRhZyI6IiJ9&standardNumber=IS%20623:2025
IS 624:2025,IS 624:2025,IS 624:2025,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkVtMkVwUVpmV3E2d1NtdzFNa2ZPOVE9PSIsInZhbHVlIjoibjUrelVhQWNINldrWEdpSjkzczFMZz09IiwibWFjIjoiNTMyNTkxY2RmOWY2OWI3ZjAzNGQwYzg3OTJkM2ZjYjEyNjcyYThkM2Q5YWY0NjE4ZTU3NjAzZjVjMWRkMDJhZCIsInRhZyI6IiJ9&standardNumber=IS%20624:2025
IS 625:2025,IS 625:2025,IS 625:2025,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Ik9RU2FJcWF1SjdhbUZiZGZLQ2I1dkE9PSIsInZhbHVlIjoieUtFOXVBKzF1UWJuT2dFN09OR2VZZz09IiwibWFjIjoiNjMyYjkwYTNkMGQ5NDEzMGE5MGFhNmFkYTkzZjJhNGZmOTYzMWU0Yzg1MjA3YTUxMDliODI3ZWQ0Y2VlZmE3YiIsInRhZyI6IiJ9&standardNumber=IS%20625:2025
IS 626:2009,IS 626:2009,IS 626:2009,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlBiK1RNNitRODd5dGFMbDUxOXBJK1E9PSIsInZhbHVlIjoibnhiQU5FVEExOHNaNzhZWW1laS9DZz09IiwibWFjIjoiMjJlYjhmNDVhN2ZlOTIzMDczNmY3MDJhNjc1MTdjNWQ4OTE2ZjgwODIzM2MwYjg5YmYyMjg4M2Q5Y2Y0YzA2MCIsInRhZyI6IiJ9&standardNumber=IS%20626:2009
IS 628:2025,IS 628:2025,IS 628:2025,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjY2Ky9ZOUJTVEZ4dEdERmMydjEralE9PSIsInZhbHVlIjoiOFgwQkhMaytKNksvVDM4TGc4ajRnZz09IiwibWFjIjoiYjEwMmM0M2QyZGY3OTgzNTdjNGQxNDhhMWM3ODVhZDEwMDA3NTFiZDMyMThlMWZmOWJlYzY2ZmY0Njg3OGZlMSIsInRhZyI6IiJ9&standardNumber=IS%20628:2025
IS 629:2025,IS 629:2025,IS 629:2025,published,,,,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InlMbHc5RlZHTDVRMkd4V01Rcld1TUE9PSIsInZhbHVlIjoiOHVMdThlcTU5RzhlMWxzbzdXdHZYZz09IiwibWFjIjoiMzk3Y2M2YTZhMTVkOTRmM2YxNTU4NjE1ZWM3ZWMzZmE2ZjQxOGFhMjg1MjRlZTU4ZGFjMzFiNjRkYmEzZTdlYyIsInRhZyI6IiJ9&standardNumber=IS%20629:2025
IS 62:2006,IS 62:2006,IS 62:2006,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Imx4MGR3R1J4YTFGUjZRWEZTZGE5aUE9PSIsInZhbHVlIjoia0VkcFhvOTNGOG5GK1A3UGJwZXczZz09IiwibWFjIjoiNGQ1Y2Y3ZDJjOWU4OGFmMzQyNTdlYjkwNjhmZTVkYjk0N2Y2OGU1MjkyMWJlMTA1N2U5MmFhMzAxMjI1YTdjZiIsInRhZyI6IiJ9&standardNumber=IS%2062:2006
IS 630:2005,IS 630:2005,IS 630:2005,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Ii9zQ3NLN1Rsa1VBdm9qeXpMZjI5M1E9PSIsInZhbHVlIjoiZytiK3lSUExZQkNpQTV3REtEZzNmQT09IiwibWFjIjoiNmJlM2E2ZGVjODkzOTI4MjU5ZjFjMjRmOTE4MGQ1MmJhNzJlOTI5NDg2ZGZjNzI1NzNhYjk2YmEyMTllNTAwYyIsInRhZyI6IiJ9&standardNumber=IS%20630:2005
IS 631:1979,IS 631:1979,IS 631:1979,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImhIMnE0ZTRnbFZmNU9tOFRRVDY4dEE9PSIsInZhbHVlIjoib3MzT0pjc1d5eklKL01KZ1p4ek40dz09IiwibWFjIjoiZmYxYjhjN2EzYmJiMTRjMWRkYzM3NGQ4YjY0YmJjNzg1Zjk3NzhjMzUwNjBlOGQ4ZDkxYTJjY2IyN2RhZjM5OCIsInRhZyI6IiJ9&standardNumber=IS%20631:1979
IS 633:2026,IS 633:2026,IS 633:2026,published,,,,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IldCMjlRL2gxRWdjTndyNjNOMFVGVmc9PSIsInZhbHVlIjoieFFWbVdnN3BtSlRvS25YYThCTGVMUT09IiwibWFjIjoiMzBiOGVlNTliY2E5NmZlOTU1YmNhNmQzYWIzNjllYzIxNWM2ZmJmOGQzNzU4Y2ZjYWRkOGRmNmM4ZjQ0OTgwYiIsInRhZyI6IiJ9&standardNumber=IS%20633:2026
IS 634:1965,IS 634:1965,IS 634:1965,published,,,,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkRFQzJqRDhBTlFYZTZWdnlPWmMrMnc9PSIsInZhbHVlIjoibldSK3doNU8xYlQzYjVudE9pV2Judz09IiwibWFjIjoiYzgzODNkY2U2NGJiY2UzNDkyNDNhZGNhZGU3MWZiYjYzMGM0Mjc4YzJhNGQ1MjYzZDBhYTUzZTJiMGUwMGYxNyIsInRhZyI6IiJ9&standardNumber=IS%20634:1965
IS 635:2024,IS 635:2024,IS 635:2024,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkZBUFUxaVpaRFpEZHJPbEJzdEEvWmc9PSIsInZhbHVlIjoiQ3grNWNmTHNNWFcrdFBUeitBMlI1QT09IiwibWFjIjoiODhkZGYxY2RjYmU4NDdhOGFhOGQxYjBiYTQ4MjY5Yjg2YmUyMWNmNGZkNjc1OGU1Yzk5MGY0MzI4ZjVmOTdjYyIsInRhZyI6IiJ9&standardNumber=IS%20635:2024
IS 636:2018,IS 636:2018,IS 636:2018,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlJLTTMyTjFBNUl5RjU3blBwaDRiTGc9PSIsInZhbHVlIjoiMGJ5dHpjVFFaTHlIcGlkUUdvYS9QQT09IiwibWFjIjoiOThiMWUwNWQ3OTU0YTYxMjM4YjBiNDI2MGI0NzNmYmNkMmM5N2I3ODIxNTc3ODUzYmM1YTgzM2FiOThjYWZlYyIsInRhZyI6IiJ9&standardNumber=IS%20636:2018
IS 637:2024,IS 637:2024,IS 637:2024,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IldYMHVuZHFzMGtwTVVVNmJ3aXJUeEE9PSIsInZhbHVlIjoiRUZ4RmwyeDBhdU1pVnJZTGlsZHBkZz09IiwibWFjIjoiZTc2MzNhNzkzZWVjYTg0MzRiZmJlOTkyZWJiYmI3YzU0YjMxNjQ3ZjJmYmU4YzIyMzJlN2NlNWU2YWVjYjdhNyIsInRhZyI6IiJ9&standardNumber=IS%20637:2024
IS 638:2024,IS 638:2024,IS 638:2024,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImRjTHk2SEpNSEowVEwweld5d0pjYkE9PSIsInZhbHVlIjoiWnNJVDFRRHN5dElPUFIxa1RRVk5LUT09IiwibWFjIjoiOTJhYjZlNTQ1NmRlMzk5MjU0Yzk5NmNhYWQ4Zjc2Zjk5MzM5ZWEyYzM0M2RlNjA0ZGU2NmRiOWM4YzU3ZjJjOCIsInRhZyI6IiJ9&standardNumber=IS%20638:2024
IS 639:1982,IS 639:1982,IS 639:1982,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImIxMklZR3kvQVJCNERyOG1xYjJmMUE9PSIsInZhbHVlIjoiYkE2TEVZREpuUmthSmdReUhrQWJKZz09IiwibWFjIjoiZThjNjUzNjczYzg2YzI5MTEyYzhiMjgzMmRmOTUxZTI4OTI4ZDM1NTM5N2QzN2ZkMDdhZjk3NjE1MjdkMjE1MyIsInRhZyI6IiJ9&standardNumber=IS%20639:1982
IS 63:2006,IS 63:2006,IS 63:2006,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImJkQ3FOMVBlaWxiSFB6WEpyaVZ2TlE9PSIsInZhbHVlIjoiTG1vZDRyZElid2V1T2xRNWRRN0tDQT09IiwibWFjIjoiY2FjZTM2ZjFkYWNhZTY1YjVhN2MxM2VmMWVmNWU5ZTE4OWNiMzBlOGU1ZjY4MGM4NTE1YWFmNTMwN2I1MDZmYyIsInRhZyI6IiJ9&standardNumber=IS%2063:2006
IS 642:2024,IS 642:2024,IS 642:2024,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkNMN0ttbitNSkVtdFIvd3pDVTNqNVE9PSIsInZhbHVlIjoiM1JzL1pKUThnc3ZxU0RpWmYxOUg0Zz09IiwibWFjIjoiZGM0NDlkYjRjNWIyZDAzNmEyMTczNjA1MzkxY2Q0MTNiMDI2Yzk0ZjdjOGQ0Mjg3MjBkODEwNjI5MmRmYzBjZSIsInRhZyI6IiJ9&standardNumber=IS%20642:2024
IS 6:1983,IS 6:1983,IS 6:1983,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Inpab1hVK1BKakpmbG83UnVjS2hWREE9PSIsInZhbHVlIjoicWJKUThRc0JXVjdURWxzcVNqK3lSdz09IiwibWFjIjoiMWI1N2I0NjA3MDA4MzRiYmI1ZDEyOTZhODBiOWY2NWM3ZjVjOGI2NzJjYWJiYTZhODYyOGQwNGM4ZTAxNjk1MCIsInRhZyI6IiJ9&standardNumber=IS%206:1983
IS 7000:2026,IS 7000:2026,IS 7000:2026,published,,,,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InRlNW9SRFlKcG1QRVRLbGo0M2RlTGc9PSIsInZhbHVlIjoiR085UUVvc1NnVndzdEtyaktiRkMvQT09IiwibWFjIjoiZDJmYWFhZjdlOWFlY2I0MmM3NDI3ODAyZjdmZDkzN2E3ZmY1NzBkOWJiZGEyMDA4NGM2OTg0N2FmNDlkZDg4NSIsInRhZyI6IiJ9&standardNumber=IS%207000:2026
IS 7001:2017,IS 7001:2017,IS 7001:2017,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlVLSm0xUWJTVS9OMjdTWWpZVnpIMlE9PSIsInZhbHVlIjoiYlpHWWRPYzNmaXVWLzc0NmhGSHdDdz09IiwibWFjIjoiNTNiNzZlOTk4NDEzODQ2NWZhZTliOWY0ZGQyZDE3OGViZmU3OGFkZTAxMmU5Mjc1ZTc1YWM5NzZjNTI4ZTcyYyIsInRhZyI6IiJ9&standardNumber=IS%207001:2017
IS 7002:2018,IS 7002:2018,IS 7002:2018,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlJ3RFU3Z0FwMUtmMXdKTHlXeDRrMnc9PSIsInZhbHVlIjoid01MbHdINUdzRDVHWUdmYWV6c1UvUT09IiwibWFjIjoiMTdkMTljZGJmNmJkYmM4YTJlZjQ3N2FhNWYzYzEwN2ViOTFkZWJkMGY0ODQ5ZDUxNjM0YTQ4ODRhN2JkNTdmMiIsInRhZyI6IiJ9&standardNumber=IS%207002:2018
IS 7003:1973,IS 7003:1973,IS 7003:1973,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlRlVkFvUXVNMEtGbGRHTDljZmV3OUE9PSIsInZhbHVlIjoiSndzbnF0M2lnYVRNaDByRVdkUlordz09IiwibWFjIjoiYTBlNjA5YTRhNjJkMTgxNDRmYzdkN2Y1ZGVhY2RhYjA4OWMxZTBiZDE2ZTBhMGQ4NmM0ZDRkMjNmNzhhYTA5NSIsInRhZyI6IiJ9&standardNumber=IS%207003:1973
IS 7004:1973,IS 7004:1973,IS 7004:1973,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Ikt6bHlZSUdBRUlubVlDcjV4eVM3TUE9PSIsInZhbHVlIjoiZ0F4MHJ1dXNGd0NCbnJZQloxOU02UT09IiwibWFjIjoiNDEyZjJhMTNjYzM1NGMzMDNhYjQ1NTFhNzhlZDBlYjI0MDUzZjk3OGQ0OWUyYjg1NDY2MDBiNGY4YWFjZTJlYyIsInRhZyI6IiJ9&standardNumber=IS%207004:1973
IS 7005:1973,IS 7005:1973,IS 7005:1973,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImZVbWg0aU5NRXVMYXdEb1J2bjBrRFE9PSIsInZhbHVlIjoiN0lJODNIbDdQbGNENWN4NU1Xc1Y4dz09IiwibWFjIjoiYzBlYmNlYmZlNWE4MzhiNTg5MzlmNjgwZTdlMmM3M2VlODliOGZhZTI1NmE3YzczNTk5NTA5NzgzMDBlYjlkOCIsInRhZyI6IiJ9&standardNumber=IS%207005:1973
IS 7008,Part 1 : 1999,Part 1 : 1999,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InIwRStMd2Z5Q29UOThTQUxJTWdwRXc9PSIsInZhbHVlIjoiKyt3Nit3SHF1RjVJSHE4ak1tL0RFZz09IiwibWFjIjoiY2JhNmZiNTljNjM3NGQ5MWNhNjZhYjY5OWM3ZTE5NTA3MmQwZDY3NDU2NzhhMzkwNGI5ZjhhZDUzNjBjOWFmMCIsInRhZyI6IiJ9&standardNumber=IS%207008%20(Part%201):2021
IS 7009:1973,IS 7009:1973,IS 7009:1973,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkJ3eTQ4YmFvM2VJVmlKRXEwS0FQb3c9PSIsInZhbHVlIjoiQlFwaTliOUZCWXovQ1VRT0MvNHFidz09IiwibWFjIjoiMjJiNTVkMzE1OTliOWFlMTc4NWM4ZmQ0ODBhMmMxZWU1ZDNkZjQ5OTM3MGQ5YmY3ZTQ5MGU0YzMzMWY3MDRlYSIsInRhZyI6IiJ9&standardNumber=IS%207009:1973
IS 701:2024,IS 701:2024,IS 701:2024,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InErZ0lrZld3c0RPMHh0RXhWQWhma3c9PSIsInZhbHVlIjoibEtQN1VSV1gzQU1PNDlRT0Zpd1EvZz09IiwibWFjIjoiODUzOTM0ZjM0ZTYzNjE5NDAxZTAyZWVhNjgyMjRlZmNjNjRkYmQxNWNmYWJhOWJhMGVkMjVmMTFlZmMzZmU1OSIsInRhZyI6IiJ9&standardNumber=IS%20701:2024
IS 702:2022,IS 702:2022,IS 702:2022,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjR5eE04OFlWTFJ4ZnJuZ1BJVUpuanc9PSIsInZhbHVlIjoibERDUFd3L2srenBlLzBaL2FlcGU0UT09IiwibWFjIjoiMDQ1OGM4OGUxZWFiYjFmMjMwYjliNmRjNzkwNWQwOTA0ZDM5MTQ0ZDNjNmNkZWUwZDAwMDkxN2VlMDcyZGZmMCIsInRhZyI6IiJ9&standardNumber=IS%20702:2022
IS 703:1999,IS 703:1999,IS 703:1999,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InRWc2l2SXFYTWlnQURqMmlvYVRLVnc9PSIsInZhbHVlIjoiQko4N3plRkpsYXZZMWovb0VXZ3VPdz09IiwibWFjIjoiMTkzYmFjMzY3NDA0MjM4OTkwMTBhMTBlZDNkYTdkM2U1YWM2MTY1OGZlOWE0YTZjMjZkYjYzZTlhYmQ0ZWY3MiIsInRhZyI6IiJ9&standardNumber=IS%20703:1999
IS 704:1984,IS 704:1984,IS 704:1984,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlJzV1pHeHhQNy90ZzVpY2RwazFkVUE9PSIsInZhbHVlIjoid0p1OHRUVll6Yk5URkgvckx4dk4wdz09IiwibWFjIjoiNGQwZDI2ZTk0NWU4MWEzYWU2ZTFjOGFlZjdiMGI2ZjliNWJiMWFjMjMxNDk3ZWJhYTFhOWI2NzNiYjZiMjU3OSIsInRhZyI6IiJ9&standardNumber=IS%20704:1984
IS 707:2011,IS 707:2011,IS 707:2011,published,,,2021,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImhDb214aXU2YXErWDRZeGExRHZLbGc9PSIsInZhbHVlIjoiQnNVblpzQjd4dWlEbGpnTU9oZGpmdz09IiwibWFjIjoiMjYxNDQxOGU1OGI1Yjk5ZWIxNDcyNTRjZjU2MmM0MWI0OGFkNGRmODUwOGVmNDRhMjc3ODEzODEzNDVjODRlYSIsInRhZyI6IiJ9&standardNumber=IS%20707:2011
