standard_number,title,description,status,version_number,effective_date,reviewed_year,source_name,source_url,authoritative,bis_url
IS 505:2024,IS 505:2024,IS 505:2024,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkNwZ0Z5YmZLaWJ4SU1BVmxmVFVob0E9PSIsInZhbHVlIjoiOU5RRFRnZEpRblhDUjZZWityZXAwQT09IiwibWFjIjoiYzBiNWU2MzM5NDEyNzEwYjg2NjdlOGJiNWUyMzcxMmY1YzQwOGMxOWYxMWY1ZTE4OWZlZGZhYWQyN2JjMzdhYSIsInRhZyI6IiJ9&standardNumber=IS%20505:2024
IS 506:2019,IS 506:2019,IS 506:2019,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InV3Z1JVbnorUWdlMEY4VDFvQVBXWGc9PSIsInZhbHVlIjoieGpneTJ6WC9hcWVoRTZJaGczamg0QT09IiwibWFjIjoiMzA3MjI5YTZmZWIzNTU0NDg4MTlmODMzNzQ5YjczYTVlNGEwMDlmMTYyZTQyNmJjYTZjODE1ZDY0Y2FjY2VhOCIsInRhZyI6IiJ9&standardNumber=IS%20506:2019
IS 507:1993,IS 507:1993,IS 507:1993,published,,,2021,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImYyelpwa1NJa0h4LzJxazkrV24reVE9PSIsInZhbHVlIjoiZmF5TUxZeFFtK2NmSmIvWGxwUFdvQT09IiwibWFjIjoiM2RlYmQ5NTExNmFmM2JjZmU2MjRiNmM1OTAxNDExNzhiNGU1NDU4OTg4Y2Y4OWIyNTg3NjBkZjFkYTQ4MmEyMSIsInRhZyI6IiJ9&standardNumber=IS%20507:1993
IS 507:2026,IS 507:2026,IS 507:2026,published,,,,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjZSUU9yUlF2MWl2RWRTSHNCdFFSZnc9PSIsInZhbHVlIjoiRDhVeUZSZGJlRmpEMFY3cktZUWVYZz09IiwibWFjIjoiN2Q4ZjQ3MGY1OGNlZGZhMGYyMDAyOTI1YTlhODA0ZGUyY2QwOWY5YzI1YmMxNjNkYTFjY2ZiMGYzNjE0ODM5MCIsInRhZyI6IiJ9&standardNumber=IS%20507:2026
IS 508:2022,IS 508:2022,IS 508:2022,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImhjMFBTaU1LQ2NhSys0dTNUOFQ1RGc9PSIsInZhbHVlIjoiekhVWCt2TzJtZnppUmhoekI4S0pEUT09IiwibWFjIjoiOGIzYmMzMGNiYjU1MmJmMjI3YTM5N2E0OThkOWU1MTBlODYzZjQ0NzI3ZmEwNTRmZThkMzliMmNhZjRiMWQzMyIsInRhZyI6IiJ9&standardNumber=IS%20508:2022
IS 510:1986,IS 510:1986,IS 510:1986,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkhZR1UxSkd1WDRWN0I4NDRoMkt5U1E9PSIsInZhbHVlIjoicTZQcVB2VFk5SGN6a0tmNE1uNWFxZz09IiwibWFjIjoiZWRkMDg1YWVhZTBlOTBiZDRlNzhjYWFkZGE4M2YzOWQxOTFmODMyYWUyMThmMjU2NDY2NTI4M2I2M2MwNDRlMiIsInRhZyI6IiJ9&standardNumber=IS%20510:1986
IS 512:2025,IS 512:2025,IS 512:2025,published,,,,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Ild6TkpnY3FlUGNsekF4S0NuME13UkE9PSIsInZhbHVlIjoiK1FRUUc1SExRNC9kUFJNSkFkbE9tdz09IiwibWFjIjoiNDY0YzczZmRiYzc2YzdjMGVkNzgxZmFlYWNkNDQwYmFkMTljN2Y2ZjAyYTc3MzhmMDlmZjcyYzAxZjNlNDVhYyIsInRhZyI6IiJ9&standardNumber=IS%20512:2025
IS 513,IS 513,IS 513,published,,,2021,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InY5VWk5UStWYTZmdEIwREhTR1JiR0E9PSIsInZhbHVlIjoiWkdkbnoremFLUEttNVpzNkkvQm8rUT09IiwibWFjIjoiYzBiODNmYmQyODM5NGRhZWRkYjczOTFhNzYxNDhjMWU1MjgwMGU4OTA5NmNkMTkzNWMyZmQ1OWVhNWMxMjhiMCIsInRhZyI6IiJ9&standardNumber=IS%20513%20(Part%201):2016
IS 514:2025,IS 514:2025,IS 514:2025,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjZrdS9IaG93eVl2YU91VFJaZ0tEZWc9PSIsInZhbHVlIjoia0FVNG9LUjNyVjVQQk1UZ2k3WHUwQT09IiwibWFjIjoiNjUyZjM2MzgxZDY2ODUzMDIxNWJkYjYzNWY3YTBiY2QxN2UyMjMxZTFlNjQ0ZjVmYmQxOTUyNDU4NmNhYWU0NiIsInRhZyI6IiJ9&standardNumber=IS%20514:2025
IS 516,1959,1959,published,,,,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InlRbE1PNzM2Y3FKbkdHMTcrRlVyUFE9PSIsInZhbHVlIjoiQVBBQ0pubVlLcmN5dEgyTFJteUlXdz09IiwibWFjIjoiY2M0ZTI0MGI2YWVjYjA1ZTlhNDU1ZDY1ZTVmMDRiMmZlMDk5MTM5MDExYTI0OTViZTRlZWEzNWJlMjNkN2VjNSIsInRhZyI6IiJ9&standardNumber=IS%20516%20(Part%201%2FSec%201):2021
IS 517:2020,IS 517:2020,IS 517:2020,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImZhT3RtMk9jV0xjNzg0N3JEN3F0N2c9PSIsInZhbHVlIjoiRGNianZsZGN6TGtnVjJ6bVhQcWFlZz09IiwibWFjIjoiYjJkMjA5MWJhZmRjNWFkZmVmZTlkNGEzOTUyMTRlZDU4ZWVjMDU0ODZhNThjMzJhYzg1OTJhYTQ2OGE0MWU2MSIsInRhZyI6IiJ9&standardNumber=IS%20517:2020
IS 524:2024,IS 524:2024,IS 524:2024,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Ik9UV01PTEEvK2RLSjFBVllyS0NRaFE9PSIsInZhbHVlIjoiM0djZVdvM1MyWlA3cnRQMk0vMkVjUT09IiwibWFjIjoiNzI0NWM1YmQzNzM0MzM5MmJlZDA0NDcxMTUxNmEzYTYyMWE2OGI1NDU1NmM5MDY5MzUxYmYwMzFkNzMwYzc0ZiIsInRhZyI6IiJ9&standardNumber=IS%20524:2024
IS 526:2007,IS 526:2007,IS 526:2007,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImRCRGN2WXorVGg3aTZRVSsyajNHcmc9PSIsInZhbHVlIjoiaVJtd1E3Smd4aWJMM0hOWkFGTXJVdz09IiwibWFjIjoiNzJmMWRkZTYwYzM5ZTY1NjcyOTE0YjVlODJkZWFjNWYxNzYzOGExYTg1ZWI5YTk0MWVlZDBmODZhMTUwNDBmMiIsInRhZyI6IiJ9&standardNumber=IS%20526:2007
IS 528:2025,IS 528:2025,IS 528:2025,published,,,,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Im5wUHJXSTM2cFl1SnZKaE1NVVp5QVE9PSIsInZhbHVlIjoiL0NMc3lxelVYUExwZlE1aEtkTjlvdz09IiwibWFjIjoiYmY0YmZiMzRjOGYyODg3OTNkNDQ5OWVmNTUxODVjMmUwMGY4NWM4MzQ0YzU3ODhmYTNmYzhiNDU1MTZlOTk4NyIsInRhZyI6IiJ9&standardNumber=IS%20528:2025
IS 530:1976,IS 530:1976,IS 530:1976,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlRVcy9uRFQxMkMyNUgzVHJ4S21Bamc9PSIsInZhbHVlIjoicWYxOEg4ZUtDRjhwOEZkYWZGeEZKdz09IiwibWFjIjoiMzM1MWZlMWU1ZjgwNTY5MWRhYzBjYWJiMTZkMTJlYzcyZmI5YzU5Njc1YWM4YjQ5ZjAyZGJlZTQzNjcyYzJiZiIsInRhZyI6IiJ9&standardNumber=IS%20530:1976
IS 531:1981,IS 531:1981,IS 531:1981,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Im9sSTc3aXVYUjhncDh5dGJjYW4rcUE9PSIsInZhbHVlIjoieDgxRC9hN3hiUnp1Z09wV0F4NThZdz09IiwibWFjIjoiZWVjZWE3ZDY2YjAwN2YwZDk0ZmExNjE0ZWFkMjAxYjA2YmRkMTU5ZmNkYWZmN2VkZDYyY2Y4MDcyODY5MmZkMyIsInRhZyI6IiJ9&standardNumber=IS%20531:1981
IS 533:2007,IS 533:2007,IS 533:2007,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImVRSGZXUmpwaFZxcEE0SDNqaVBpcFE9PSIsInZhbHVlIjoiTWcyY0N5R3IvUXRpd0l2dnVybkJ3Zz09IiwibWFjIjoiYjA0MDBjZTgzZjVmNTQ5ZDI3ZjcxMzEyNzU5NzBlNzc0MmJhYTJkYzMwNzJiNGY0YzNhN2MxODk3MmRmOWU1MSIsInRhZyI6IiJ9&standardNumber=IS%20533:2007
IS 534:2021,IS 534:2021,IS 534:2021,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjRIUzVNZEREeG9TT2JtZEdqZ3B4WUE9PSIsInZhbHVlIjoiYzJZYjgvUXFGYmdQSlc4TkF2N3FiQT09IiwibWFjIjoiODgzMTQ3ZDI0YWQ4NzM5MmExNzRlNDhhNWEyZWViZmFkYTQ3YTkyZTI5ODRhYzJjMWU1MDk5ZWJmNjZiOTFlOSIsInRhZyI6IiJ9&standardNumber=IS%20534:2021
IS 537:2025,IS 537:2025,IS 537:2025,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IktmUmdCZDZnS3E2TklscFcvY1BjVEE9PSIsInZhbHVlIjoicFo5UHFQb2ttM05xbGQwMFNIRHI1Zz09IiwibWFjIjoiMWQ5YjA2N2EyODNiZDQwMzU2NWMxOWYwZTViMzIzZTRiY2FhYmYyYThlN2RkMGZkNmYyMGE3NjA1Y2NhZjg2NiIsInRhZyI6IiJ9&standardNumber=IS%20537:2025
IS 538:2020,IS 538:2020,IS 538:2020,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkY4WWRZZkFObWtxWWkxTkFNb0N2Tnc9PSIsInZhbHVlIjoidHF1N0dCMklwQ2hYQThVa25kWGlkQT09IiwibWFjIjoiNWY3ZWVjMzg0YjJiNzI1ODJmYmRjZGQ1NDQ4ODEzNmE5MmVkZGI4NWQwNjI0ZmE0NWI5ZDJkYjc3Yjc3ODRmMiIsInRhZyI6IiJ9&standardNumber=IS%20538:2020
IS 539:1974,IS 539:1974,IS 539:1974,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkFMcGF3alpIVk9FeW5WVzlqVzB1aWc9PSIsInZhbHVlIjoibXZMNlNtR2hXVWdVQTNncmxtRTgrQT09IiwibWFjIjoiOTkwZWQ2MGFkMDcxZmFlMmM3NTRmMDBiNDBiZjhkYTY3OGEzYjc0YmY4Y2EwMmM0YmU4ZmZiZmY3NTE3MzBjZCIsInRhZyI6IiJ9&standardNumber=IS%20539:1974
IS 540:1968,IS 540:1968,IS 540:1968,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Ijd3WFpONHp2TFdsdXhtd2lWeXFBd2c9PSIsInZhbHVlIjoiTVdTQXVxMFVPZ1pMZUkzTmVKeGM4Zz09IiwibWFjIjoiODQwMWNlNzk0NmYyOTA0MWNiOTNhNTBiY2ZhY2QwMTVlNGUxNDliM2NkMDYwNjc1OTg1ZGE2ZjJjOTcwZTEzZSIsInRhZyI6IiJ9&standardNumber=IS%20540:1968
IS 542:2018,IS 542:2018,IS 542:2018,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlBPRy9kQWw3eUc0cUQ1Y1Z6bWlGTkE9PSIsInZhbHVlIjoiZnRxVnpnTDJLOG8ySlB0ZE44SFRyUT09IiwibWFjIjoiMzZjNWYwNzhjZGE3YTM3ZWNjMDAwOTk0M2NkNjg0MDAxNDlmYWJlOTljNDM3N2M4N2QyZjMyMjM1NzY0NDNiNyIsInRhZyI6IiJ9&standardNumber=IS%20542:2018
IS 543:2018,IS 543:2018,IS 543:2018,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkFoOWI4VnlMYWxYOVlmT1loZS9rOVE9PSIsInZhbHVlIjoiNWpIUzhqUjBCWTFmNGhSNmJuNnNUUT09IiwibWFjIjoiNWY3M2RiNzVkM2EyMDI2Y2QwMzkxMjQ1NTU1NzYyNmI2ZDlkZTJkZGZjYTQ4MmMzMDc3YTZhOWViM2RhNGNmMSIsInRhZyI6IiJ9&standardNumber=IS%20543:2018
IS 544:2014,IS 544:2014,IS 544:2014,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Ii9MNkQ3VW1xRFRSbThLRmlsei9nZnc9PSIsInZhbHVlIjoiL2NPeDZPL0FnbUlkbFJ4cEFiaGx1UT09IiwibWFjIjoiNmYwMWQxNDE1NTVhZjgzMzIyMGM5ZGY3NWM5MDIyMzMxYmMxYTQzNWYwN2RhMzRiMTFiMjY0MjIyNTliY2ExNCIsInRhZyI6IiJ9&standardNumber=IS%20544:2014
IS 545:1984,IS 545:1984,IS 545:1984,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlpzNUVpVEdFQ2Z0K3Z5UzAyRDBOMVE9PSIsInZhbHVlIjoiUXNCKzlGcmwrdnZKZmZsb0loYU5hUT09IiwibWFjIjoiYWJhNTlmYjAyMDNhYjNkY2QyOTUyMDlmZDQ5NGZhNmRiMzQ5ZDFmZTViODRlYjRhYTM1NDA0NzFiMGY2NjkyNCIsInRhZyI6IiJ9&standardNumber=IS%20545:1984
IS 546:2014,IS 546:2014,IS 546:2014,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjJCcERVNitIREtqbSt2ZDl3NENIYnc9PSIsInZhbHVlIjoiMlUwNHQrVDRNOGdNeUJVR0prZXdNQT09IiwibWFjIjoiNDM4MTBkMDFkNWRmYjNhMWExODU4M2ExODU2ZTg3MjYwZmY3MzMwOTg2MTViNDhkZmIyM2JiOTkxYzZiNTVkZiIsInRhZyI6IiJ9&standardNumber=IS%20546:2014
IS 547:2018,IS 547:2018,IS 547:2018,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkhEek91SUhOVnBwMFFnenVLWmZINGc9PSIsInZhbHVlIjoia3F1M0VqaWJxTjk3VkhNaXNCQ1lhdz09IiwibWFjIjoiYzFmMTEzZTcxMjk4NGE4YTgxNmRlYjFhNzViNzUzMzFlOGU3ODY0ZjhmYTQwZjJmYmFmZDMxZDk2ODVjZWU3MyIsInRhZyI6IiJ9&standardNumber=IS%20547:2018
IS 548,Part 1 : 1964,Part 1 : 1964,published,,,,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlhIMCs3ZTdsTjdDZWJSM1A2MzVuSlE9PSIsInZhbHVlIjoiNmFLVk5IYUdlaVUwcVk2cGtucy9KQT09IiwibWFjIjoiNjRhOWVmNzRhNWE2N2U1ZDM4NDU3ODM2YzgzZjA0NWFkNDA1NzE0MmVhMmU3MGNkNDdiMjBmMzdmZjhjNmFkNiIsInRhZyI6IiJ9&standardNumber=IS%20548%20(Part%201%2FSec%201):2021
IS 5:2007,IS 5:2007,IS 5:2007,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InkrZmxrakZFYWg3RndWU1lvSE9nRHc9PSIsInZhbHVlIjoidXhrdEZ0Z3QzVTFsc215b3ZIU25BQT09IiwibWFjIjoiYjY3ZmIxZDAwNTk3MzgyZmY5OTdjYTI1NWY5NDgwMjhiNTFhZDZkYzEyZTkxNTgwOGNkZTI2NWI5OThmMTJjOCIsInRhZyI6IiJ9&standardNumber=IS%205:2007
IS 6000:1971,IS 6000:1971,IS 6000:1971,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjN1VVJQZVpYSW9vRXp4UElnVERxNlE9PSIsInZhbHVlIjoid0tqWGFhaVc1aGhIaDFDaWxQelVWQT09IiwibWFjIjoiMmQxMjdhOGQ1MjM4ZGNmZWFiNjY5MTJiZTk3NjVlYmM1YzFhMWRiMmQ3MTZlNTc3MDU2YzBlNGEwYTFkMjgzYSIsInRhZyI6IiJ9&standardNumber=IS%206000:1971
IS 6001:2023,IS 6001:2023,IS 6001:2023,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Im1ZUDdDa3o5MFhQdXJJemtpVktKd3c9PSIsInZhbHVlIjoiMnJOK3haOWNXME9sTWYrTVBKbnd6UT09IiwibWFjIjoiODk0NzU4YmFkNTAxMzBiMzIxYTVkOWM1NmVhYjY5YmJmYmFmYWU0MTM1Mzc1MGI3NWJkMmFkNzgyNjFlYmE3NSIsInRhZyI6IiJ9&standardNumber=IS%206001:2023
IS 6002:1992,IS 6002:1992,IS 6002:1992,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkJXR2ZIUzBVNytVbW9mK01Nb1AzMWc9PSIsInZhbHVlIjoia3lZYVcvaU1JTzEvelJweGxsaG1sZz09IiwibWFjIjoiOTRjN2Y1MzczMzgzNDVmOGY5NmUyZDM2YzNkZTc2ZGU2MmYyMjcwZmUxOGMzNzU1MzY5MTcwYTJkMDQ3ZDQ0MSIsInRhZyI6IiJ9&standardNumber=IS%206002:1992
IS 6003:2010,IS 6003:2010,IS 6003:2010,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjRRc0dtQTJBL3pJK1NpWnd6WXErYUE9PSIsInZhbHVlIjoicGVtMXhaY2o3OUpvWTk1YVRvSzhNZz09IiwibWFjIjoiMmM4MGZlYTI4Y2M3ODEwZTEwM2JiOTM0ODk1ZmZkYmRhZDAyNTA0NWRiZDIxMWQyYzg4NjNiMTJiOWY1Y2Q4MSIsInRhZyI6IiJ9&standardNumber=IS%206003:2010
IS 6004:1980,IS 6004:1980,IS 6004:1980,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjJoZ1Zha1N1VTVITDZXcTVDT0dkTkE9PSIsInZhbHVlIjoidmtKVktuWjIwaWZoTkFJNENNTDFKQT09IiwibWFjIjoiY2JmMDYxNzQyYzI2ZjlkNmFlMWU3ZTY2MThjZjcyMWM3OWVjNGI1OTJhODJlMjgzZmQxMGM5YTE0ZmQwYTIxMyIsInRhZyI6IiJ9&standardNumber=IS%206004:1980
IS 6005:1998,IS 6005:1998,IS 6005:1998,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjF3V1Z5TTRCZjNkYkZMYzJoMXVTSFE9PSIsInZhbHVlIjoiTHFSVmRuMmRCUFNxaGM4c0ovN0FLQT09IiwibWFjIjoiMmFkM2QwOWJjNWQzYWY2NTMxZmJmZTQ5NDE2MzllM2QzMTUxNWE1NTI4MWI5MDRiYmRmZDYxMmY2NjNmN2Y0OSIsInRhZyI6IiJ9&standardNumber=IS%206005:1998
IS 6006:2014,IS 6006:2014,IS 6006:2014,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImFrWGx5YUQvODdaVjNiOUhwV2JBenc9PSIsInZhbHVlIjoiRjRrWjQ4OEZ2L2tQc25vR0xRWjhMQT09IiwibWFjIjoiNDk3NmE4MTgwZDVlNmU2ZmJmZTMyYmNiYzE4MTgyMGE1ODU1NDM2YjJkNDA4MDNlMjk2OTBkZDNlYTlmMjEzYyIsInRhZyI6IiJ9&standardNumber=IS%206006:2014
IS 6007:2025,IS 6007:2025,IS 6007:2025,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkJrK0E2bldEQVVnZXJzS1U0MnQ2U1E9PSIsInZhbHVlIjoiajJLcnRsSUhwQk5ZaHd3UTJPTVlpQT09IiwibWFjIjoiN2JkYmU0YTMxNDMwZDg4ZTg0ZmExYTQ3YzBjZjAyODMxZTY4ODA0MjFhZThkYzQzOTA5NjlkZGQxZTJjZTk5NyIsInRhZyI6IiJ9&standardNumber=IS%206007:2025
IS 6009:2024,IS 6009:2024,IS 6009:2024,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjJkTExJbmtZNS82bCtKRGF0U1dOc1E9PSIsInZhbHVlIjoidmlwUEVRSW1naEE5dVVweEtEU0h4dz09IiwibWFjIjoiYTNjNGMzOGQxZGM3NzJkOWIwNzc5NjQ5NzZjOGE2ZWYzZGMyZjRkNzJmNTdkMTA3Y2VjMzFmNDQ4ZmE5Y2VjMCIsInRhZyI6IiJ9&standardNumber=IS%206009:2024
IS 6012:1992,IS 6012:1992,IS 6012:1992,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjM2UWtVb1RoYnhoQlhlYTc4VHlEeWc9PSIsInZhbHVlIjoiV0ZUMnZmcmd5NTlXOVUxUjZFL2dYQT09IiwibWFjIjoiYTA5NWZlNWVjYTBhMzg1ZDY0Yzk4MWMzOWI3NTY5NzU3YmQyZWY1ZGNjOTA1MjNkMGM5NWQ1ZjhmYzE0N2QzOSIsInRhZyI6IiJ9&standardNumber=IS%206012:1992
IS 6013:2023,IS 6013:2023,IS 6013:2023,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkZJazVNWnFnWHNXdnZIQXR3bWp3VXc9PSIsInZhbHVlIjoiVWVJbVJrRlhLVFZqaFVrMWdTWWZpUT09IiwibWFjIjoiYjIxZTRhMjAxZTA3ZTQ0NjdmMThlMzI2YTQyNjYzZjJhZmYwNjYzOTdlZmVmMTlkOGJkODFiNjc4MjNhNjk1NCIsInRhZyI6IiJ9&standardNumber=IS%206013:2023
IS 6014:1978,IS 6014:1978,IS 6014:1978,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InZsV2JRN2FYTmNVbEkrYTIxVkl0OGc9PSIsInZhbHVlIjoiR1NDVzNpb3RzMDIzU3dGUVRBUWlOQT09IiwibWFjIjoiNjQxNTllOTk2MzZmMmQ3MTUwNzkwMzJlOWYyMWEyNzczOWRmMDI1NmMwZDcyNjJmZWYzNjIyOTkyNGFiNjM4ZSIsInRhZyI6IiJ9&standardNumber=IS%206014:1978
IS 6015:1984,IS 6015:1984,IS 6015:1984,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Im85bzE1UnhxWGJhcDAxdU11UnJPS1E9PSIsInZhbHVlIjoiWDdVTGRPK0dLSjhkQUljdnJnSjlIUT09IiwibWFjIjoiNDE0NjRhYjQ3MWMxZjQyNDQ4YjVhMTE3ODZmN2M3YjM1MDA4ZmZlYjJiODZkMDBiZWMxMDhmMDEyOTcyNzg0ZSIsInRhZyI6IiJ9&standardNumber=IS%206015:1984
IS 6016:2026,IS 6016:2026,IS 6016:2026,published,,,,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImJaUlNTWkJpbHFpbllxUU05WlZoZHc9PSIsInZhbHVlIjoiVWJHRnZhUDhyVENucHpFb3ZKTWtUQT09IiwibWFjIjoiOWUwMzdiYmY3NTNlMDNhNmUxZTgzZDg4MTEzOWY3ZTM0MTZlZjAwOGNjY2QyYWVmNzBiNmE1NjBkMjJjNzM3YSIsInRhZyI6IiJ9&standardNumber=IS%206016:2026
IS 6017:1971,IS 6017:1971,IS 6017:1971,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InExTWZKRWE5WExTSEZ2MjJwYXFvQ0E9PSIsInZhbHVlIjoiSkZNdllObHBpc2ZyYnRwVHh5c2t6dz09IiwibWFjIjoiMzAyN2E5ZTNkMDI4MDdmYzczOWIxZjc3MWEzMDQ3MGEyY2QyYzQxMGU1YjY2M2Y0MjQ5Njc0ZjY2MTU0YTI1ZiIsInRhZyI6IiJ9&standardNumber=IS%206017:1971
IS 6017:2026,IS 6017:2026,IS 6017:2026,published,,,,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImdLam1SVjVtRUh6YlhhMWlRQ1ZRSVE9PSIsInZhbHVlIjoiM0l4ZlBlek55elNnTWxLcTRlcW5idz09IiwibWFjIjoiOTgwNTc3YzU4M2IyYTBiOTNkMWNkNjkxZWY3MWFjMDNlZWQ1MTVlMmU0MDNiOGU4MTJjNTA1M2M0NDU2ZWZlNSIsInRhZyI6IiJ9&standardNumber=IS%206017:2026
